,Variable,Climate,Hue,Season,max,75%,50%,25%,min,std,mean,count
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.392821983019466,1.1504669594362595,1.0881572523627865,1.0208787344408417,0.8625189937758468,0.09993593667863757,1.0809017096202107,89.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.2890194565619963,1.1814942707384057,1.105476122248405,1.0553789730849383,0.9737956348967598,0.08005373597670377,1.1158522002833178,44.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.2924038125074109,1.1613001556507845,1.0798636185805668,1.0351776203985672,1.0143255802065958,0.12505208053847738,1.1166141574687851,4.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.1899192385072075,1.0723841130157796,1.0058989631823714,0.955048808560312,0.898924111649728,0.0815609204647184,1.0203437851681472,25.0
ETr bias ratio,ETr,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.4155776080878415,1.164100733193748,1.0815874727043924,1.0052638760985302,0.8623060837073729,0.11182690250230777,1.092862188612388,85.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Alfalfa,summer,1.3983491308677238,1.2666088867125693,1.1547201625741943,1.1045614041532523,0.9491743569452188,0.12728515605010982,1.1704694034437317,17.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Corn,summer,0.9447433944793924,0.9447433944793924,0.9447433944793924,0.9447433944793924,0.9447433944793924,,0.9447433944793924,1.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Cotton,summer,1.4708305745957027,1.3113631264570218,1.1518956783183412,1.1179464423171748,1.0839972063160086,0.20654689757143788,1.2355744864100175,3.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Wheat,summer,1.0913834302964245,1.059630157733796,1.0278768851711675,0.9961236126085391,0.9643703400459107,0.08981181741559725,1.0278768851711675,2.0
ETr bias ratio,ETr,BWh + BWk: Hot and cold desert,Other,summer,1.3605782093161425,1.1913719320753944,1.1194944199942554,1.0352873712006234,0.696773839413081,0.14911147636093072,1.113812554789021,21.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Alfalfa,summer,1.1537899417361892,1.1287990449174243,1.1038081480986595,1.0788172512798944,1.0538263544611295,0.070684930433928,1.1038081480986595,2.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Corn,summer,1.3247950393769339,1.2254019241592902,1.1882260633464248,1.1496523888162458,1.0730704042392918,0.06146175015348664,1.1931922774719832,29.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Cotton,summer,1.3270255055546967,1.192782440572162,1.1638476040435166,1.1217326590865577,1.0054182285304096,0.08540523769967313,1.1572403495703925,15.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Other,summer,1.3616031684930914,1.2192020029065338,1.1762767071810307,1.1292518979616066,0.9518591412273071,0.07381674186186307,1.1743196068380513,111.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Wheat,summer,1.157735032756647,1.097408420026055,1.036512158647283,1.00497665064393,0.9402621236804742,0.06267543675824763,1.0448984645130803,23.0
ETr bias ratio,ETr,Cfa: Humid subtropical,Soybeans,summer,1.2844492109478172,1.2415766238471444,1.224144059184109,1.1776861896826254,1.1338006012408068,0.048528951369309126,1.21097130450143,10.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,1.4101158823234032,1.2203449894218465,1.1687571137875632,1.0918401884696893,0.8804697612913537,0.11513369280014914,1.1617334834972317,45.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.3113504302782795,1.250808636204003,1.1390085390701512,1.044885248309866,1.037373873356289,0.13610011026163887,1.1566853454437178,4.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,1.2846666733971173,1.2846666733971173,1.2846666733971173,1.2846666733971173,1.2846666733971173,,1.2846666733971173,1.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,1.1236507761699575,1.0828485832395862,1.042046390309215,0.9802829418082463,0.9185194933072776,0.10327714597425462,1.0280722199288166,3.0
ETr bias ratio,ETr,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,1.707384779347523,1.27246080461021,1.2005510704998783,1.148920505477511,0.912122323183832,0.1235839506335952,1.2105725346418799,60.0
ETr bias ratio,ETr,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,1.310254889046979,1.1701833366225107,1.1133858936615852,1.0838928677231894,0.9061675576915901,0.11424642917021545,1.109925829394992,12.0
ETr bias ratio,ETr,Dfa + Dfb: Hot- and warm-summer humid continental,Corn,summer,1.3384245215202473,1.2210027016551939,1.1827245460069284,1.1430177403688013,0.9956545900905809,0.07020899332196927,1.1704710393473539,48.0
ETr bias ratio,ETr,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,1.2768149348475586,1.2050800704198448,1.12705499863456,1.0566510630570072,0.8781096381654613,0.09059739084634966,1.1229988372895214,72.0
ETr bias ratio,ETr,Dfa + Dfb: Hot- and warm-summer humid continental,Wheat,summer,1.300666604606414,1.216980010007074,1.1774863049632298,1.1482197554278009,1.069761127418931,0.054187384203371255,1.1804771610515559,29.0
ETr bias ratio,ETr,Dfa + Dfb: Hot- and warm-summer humid continental,Soybeans,summer,1.3671340706792445,1.2235707441584203,1.191465237606563,1.177966887756659,1.1484986050908415,0.048370187530264036,1.202637785902825,21.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.280360680036312,1.1088686208064809,1.060470740467945,1.0117766882785098,0.8839553913946666,0.07409853887872764,1.0566925636317859,89.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.1996130775611284,1.128611246855722,1.0806962278478596,1.0408906610941604,0.9836135394035636,0.053472928945538026,1.0841531459099423,44.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.2211678320697696,1.1370138602581081,1.0780801212223676,1.0406239785550009,1.0209027958484607,0.08907981079542626,1.0995577175907414,4.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.142540199834887,1.0489343163270441,1.0106285077548611,0.9694610151673345,0.9219124166842162,0.061197690868861565,1.0197513562559417,25.0
ETo bias ratio,ETo,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.3036833515409278,1.122670436155594,1.0639897096707336,1.0106055619529457,0.9002200977525205,0.08366222353818585,1.070521515810442,85.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Alfalfa,summer,1.2906184664463014,1.197583692268068,1.1097514399094133,1.0751109216227024,0.9546083064128524,0.09474054606495078,1.124127448957774,17.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Corn,summer,0.9604422594700895,0.9604422594700895,0.9604422594700895,0.9604422594700895,0.9604422594700895,,0.9604422594700895,1.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Cotton,summer,1.342172213145212,1.224090572337905,1.1060089315305976,1.0838085770244474,1.0616082225182972,0.15080930087380676,1.1699297890647022,3.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Wheat,summer,1.0743720084552324,1.0469381518310124,1.0195042952067923,0.9920704385825722,0.9646365819583521,0.077594664212342,1.0195042952067923,2.0
ETo bias ratio,ETo,BWh + BWk: Hot and cold desert,Other,summer,1.2470560625362566,1.133364410994201,1.0832463980246536,1.024802516892352,0.75030991335283,0.11085889802282418,1.0807983812923734,21.0
ETo bias ratio,ETo,Cfa: Humid subtropical,Alfalfa,summer,1.1592724853494378,1.1308399649689918,1.1024074445885454,1.0739749242080991,1.045542403827653,0.08041931186895288,1.1024074445885454,2.0
ETo bias ratio,ETo,Cfa: Humid subtropical,Corn,summer,1.2261292562633226,1.1547761873019042,1.130803327139751,1.1152148915962812,1.0615039297233826,0.039734927270300244,1.1386503742498097,29.0
ETo bias ratio,ETo,Cfa: Humid subtropical,Cotton,summer,1.2217124635465264,1.1413452632474625,1.116169872366871,1.0964269159045454,1.0145493515941149,0.05421414548103157,1.1157445220189914,15.0
ETo bias ratio,ETo,Cfa: Humid subtropical,Other,summer,1.2691121357235244,1.1512847464919336,1.1265107760845339,1.0990261197361066,0.9712721625472267,0.050284899303417334,1.1264737890438639,111.0
ETo bias ratio,ETo,Cfa: Humid subtropical,Wheat,summer,1.128550010455708,1.0778665080404188,1.0390332433690908,1.016281483607698,0.9642613127431672,0.04509870597622953,1.041965563623324,23.0
ETo bias ratio,ETo,Cfa: Humid subtropical,Soybeans,summer,1.1924449197200224,1.177366676773922,1.158406971025142,1.1298004902369978,1.0943107015068376,0.03497471930066725,1.1503414498942655,10.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,1.3637717384063226,1.1701118833225488,1.1308501372343984,1.0743833710519677,0.9054721912215696,0.08618135761936413,1.1248095908012452,45.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.2163540027741193,1.1862123410751704,1.1128319140192597,1.0491004722145107,1.0479057662690472,0.08676021735190637,1.1224808992704214,4.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,1.222451264518006,1.222451264518006,1.222451264518006,1.222451264518006,1.222451264518006,,1.222451264518006,1.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,1.0849398544134843,1.0556841694145858,1.0264284844156875,0.988795304272838,0.9511621241299886,0.06706351035831562,1.0208434876530534,3.0
ETo bias ratio,ETo,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,1.5060241278119677,1.2057227491011244,1.1576752325621698,1.1078839994289118,0.9533692572557518,0.09133741158401573,1.1591568965606995,60.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,1.2102357686277396,1.106305317823668,1.0730927266660433,1.046124951010829,0.9218268593696044,0.08004367563002857,1.065434705379594,12.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,Corn,summer,1.2077890801596631,1.1521626844126245,1.122637937694515,1.1034803792385726,1.0120903922038165,0.04422725460422472,1.1200317504941981,48.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,1.1937724193165469,1.1344195279508995,1.101834789320149,1.0422695397476849,0.9284406017276148,0.058885943110354146,1.090315647052539,72.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,Wheat,summer,1.199049179949338,1.1594342936814896,1.1318895170182988,1.1119091408110457,1.0513266990953876,0.035070903686714075,1.1316920224704847,29.0
ETo bias ratio,ETo,Dfa + Dfb: Hot- and warm-summer humid continental,Soybeans,summer,1.2249309868983191,1.1510102028929505,1.1401943548373725,1.1323601198259134,1.0991021600032351,0.0272039013868245,1.1440930327245156,21.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.7693305815241485,1.2808008849577859,1.1141705799173511,0.9562982314523587,0.6993609719898943,0.2328884972801316,1.137599012678808,88.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.509718600621176,1.2080607127795195,1.1160799723130916,0.993838096292716,0.8312189623514824,0.16168491241651423,1.1146764200913324,43.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.3695582325847722,1.074127172726059,0.9533232302227612,0.9287381236290023,0.9219635714989061,0.21463125804704783,1.0495420661323003,4.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.3677586383405804,1.0400267630954982,0.951177813335882,0.8814223399773197,0.7388325688109404,0.14323341485239505,0.9807535232086826,24.0
u2 bias ratio,u2,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.7162076756478704,1.2740916882500986,1.0907300850470825,0.9456420808592613,0.7219678857710496,0.2291550784490606,1.1277266063414864,81.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,Alfalfa,summer,1.4174623729900027,1.244364617761179,1.2146994108846334,0.9800563323145159,0.795699089192773,0.19549557003797857,1.1429381662788767,15.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,Cotton,summer,1.7002416329000947,1.443295207139415,1.1863487813787355,1.1682741075455783,1.150199433712421,0.30766298094632333,1.3455966159970838,3.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,Wheat,summer,1.0537576199031227,1.0238959637055598,0.9940343075079972,0.9641726513104343,0.9343109951128715,0.08446151837903176,0.9940343075079972,2.0
u2 bias ratio,u2,BWh + BWk: Hot and cold desert,Other,summer,1.5883600023345716,1.3218669944625066,1.1238921926665824,0.9548076770595113,0.48561458665319696,0.25068321092892587,1.1253206724915599,22.0
u2 bias ratio,u2,Cfa: Humid subtropical,Alfalfa,summer,1.309782008566349,1.2621983239354164,1.2146146393044839,1.1229393060950477,1.0312639728856117,0.14156658695229205,1.185220206918815,3.0
u2 bias ratio,u2,Cfa: Humid subtropical,Corn,summer,2.5750561000434424,1.633552228089938,1.324875260775032,1.1542416961894042,0.9846298260144131,0.3977995917979873,1.4220918222506027,27.0
u2 bias ratio,u2,Cfa: Humid subtropical,Cotton,summer,1.7826278724652758,1.6014837820599324,1.4320015550849527,1.1892256922716746,0.9082242220907865,0.25399180928865484,1.3833407506013249,15.0
u2 bias ratio,u2,Cfa: Humid subtropical,Other,summer,2.7222513515215727,1.584808974590653,1.3443975440755391,1.1923220768022367,0.8810418772701829,0.35645086499975126,1.4314558870943335,109.0
u2 bias ratio,u2,Cfa: Humid subtropical,Wheat,summer,1.2973414203698899,1.126866717939342,1.0447549241323788,0.9647271319789401,0.8385194651212793,0.11575670742311613,1.0515334956983535,23.0
u2 bias ratio,u2,Cfa: Humid subtropical,Soybeans,summer,1.791229449202139,1.5967407277170138,1.4232135237130579,1.3835148904705434,1.20901425797164,0.17629445434951452,1.4698531184302466,13.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,2.1774503541809174,1.4081493919884105,1.2431367306833891,1.078917836821482,0.6929646031352358,0.32431292495889935,1.2718884035319131,45.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.7789562153013923,1.337377950722861,1.0693730887685011,0.9055132640326591,0.7763701111096805,0.43786045482913744,1.1735181259870189,4.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,1.1351936296992953,1.1351936296992953,1.1351936296992953,1.1351936296992953,1.1351936296992953,,1.1351936296992953,1.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,1.4048581949132992,1.2707359812552967,1.1366137675972945,1.0197192109560045,0.9028246543147145,0.2512137529945024,1.1480988722751027,3.0
u2 bias ratio,u2,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,2.758116361420964,1.3958444492946747,1.255086513699751,1.0907139265117447,0.7138895372076721,0.38230455055322565,1.3009648435220762,60.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,1.8333197056568546,1.5857391730345012,1.4176860337964485,1.1645057570001374,0.6708106310919403,0.3420209912451842,1.3545883978406734,16.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,Corn,summer,1.7844891510608003,1.3438937143445537,1.198966880366199,1.0883176213978962,0.8041694752654168,0.19916494284197656,1.2179975802593275,48.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,2.169369266537357,1.3313586334309149,1.1515466911625079,0.9558065959851355,0.7478264786095057,0.3007246724209502,1.1807141456163024,76.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,Wheat,summer,1.453663697034762,1.2657360097945691,1.2033497304695757,1.1405320425041072,1.0215384163015973,0.10511812100341378,1.2122628397489452,29.0
u2 bias ratio,u2,Dfa + Dfb: Hot- and warm-summer humid continental,Soybeans,summer,1.7533208102160687,1.333557522133571,1.239752492589023,1.20301941656857,1.097740172321935,0.15544271076723407,1.2807192297730359,21.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.1565927270506953,1.029065676026843,1.0119477948911098,0.9631088116105925,0.8939731597932611,0.046321869630284604,1.0013237496411487,88.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.0751143267436587,1.0453233821218297,1.0330973746849967,1.0263266049932418,0.9281920638780293,0.027238279848592627,1.0304316160291778,43.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.0674814026325607,1.0630635171544893,1.0603131274621993,1.0552183893263707,1.0437674585176828,0.010106512728715607,1.0579687790186605,4.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.0657282028944606,1.0513602654196372,1.0276976904429636,1.0174956411052682,0.9677647144799746,0.02704392678897654,1.0284896202297704,24.0
srad bias ratio,srad,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.2843875583201056,1.0459502983684619,1.0273120092090713,1.0009463627557018,0.941465514235426,0.050950127350276625,1.0292972134478102,81.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,Alfalfa,summer,1.0865442289883618,1.0486504393046747,1.0159184774185959,0.9888540607281759,0.9773352753754092,0.03645036771763672,1.020040654609177,15.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,Cotton,summer,1.0261751850831884,1.0204499139968104,1.0147246429104326,1.0056401799981325,0.9965557170858322,0.014936184620557635,1.012485181693151,3.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,Wheat,summer,1.0300564943342803,1.0099956874998732,0.9899348806654664,0.9698740738310594,0.9498132669966525,0.05674053019473036,0.9899348806654664,2.0
srad bias ratio,srad,BWh + BWk: Hot and cold desert,Other,summer,1.0743136010848917,1.0413112707827676,1.0118816233861845,0.9823895350092243,0.9504880816179858,0.03400495416315594,1.011706912218065,22.0
srad bias ratio,srad,Cfa: Humid subtropical,Alfalfa,summer,1.2194616781783585,1.126776996746902,1.0340923153154453,1.0254097302440988,1.016727145172752,0.11237188311976178,1.0900937128888522,3.0
srad bias ratio,srad,Cfa: Humid subtropical,Corn,summer,1.1208248894589254,1.0719199821337615,1.0587230225591424,1.0481867076275053,1.029608929364985,0.025036583506608166,1.065122231838321,28.0
srad bias ratio,srad,Cfa: Humid subtropical,Cotton,summer,1.1295947439577019,1.0812555812845108,1.064668954773689,1.054746600578322,1.0349225057582623,0.02479388947283241,1.070517367272629,15.0
srad bias ratio,srad,Cfa: Humid subtropical,Other,summer,1.224935830052256,1.0836009969566947,1.0573573787623352,1.0462608186285098,1.0253452393045719,0.0354160458508685,1.0681577018873045,109.0
srad bias ratio,srad,Cfa: Humid subtropical,Wheat,summer,1.0766666187442355,1.0491436392549827,1.0450364410999748,1.0372258363922118,1.0254618979566905,0.011139585596389176,1.0449630788968873,23.0
srad bias ratio,srad,Cfa: Humid subtropical,Soybeans,summer,1.1178839101482028,1.1107699518710994,1.074831150922841,1.066821607786132,1.0381417569010918,0.029660092261100827,1.082322401635223,12.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,1.261974984743164,1.0905615650259908,1.0736958020557783,1.0508520009055948,0.9604755060665002,0.04861348842874853,1.0727394809747697,45.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,1.0637503827945642,1.0625563666565923,1.0613553690841093,1.0603596281102914,1.0597813817683155,0.0017639537581725523,1.0615606256827745,4.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,1.1494037710461893,1.1494037710461893,1.1494037710461893,1.1494037710461893,1.1494037710461893,,1.1494037710461893,1.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,1.0413711624126694,1.0389464403883084,1.0365217183639475,1.0275672851207072,1.0186128518774669,0.01198739132609052,1.0321685775513612,3.0
srad bias ratio,srad,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,1.3324318366013257,1.0846392274821843,1.063495455446661,1.0420698649080131,0.9457347160971056,0.05349485195978619,1.0681828649230267,60.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,1.041169539663474,0.9915074006147463,0.970166248466735,0.9443879213022003,0.9011726052532519,0.039402086238512914,0.967470484874901,16.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,Corn,summer,1.0906816726752155,1.0606407533272408,1.0475455819044663,1.0362955189189984,1.0084944499192134,0.017066475004927018,1.0479134992439816,48.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,1.0859987003962153,1.0574093737696362,1.0410402543118202,1.025754336299666,0.9149235023356209,0.03580454162728577,1.0325028688670186,76.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,Wheat,summer,1.0753196312600377,1.0640845970068595,1.0557144852775031,1.047620859105173,1.0267081808590404,0.011891516028631187,1.0549341614014989,29.0
srad bias ratio,srad,Dfa + Dfb: Hot- and warm-summer humid continental,Soybeans,summer,1.0977285029017092,1.0731720133364502,1.059784170523775,1.0464662350003913,1.0295562125023336,0.018948396043717414,1.059593066011932,21.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,1.1872281984249107,0.9702456152852705,0.9242734798453511,0.8793284372565637,0.7163792661701647,0.07931882793740434,0.9304769420217209,87.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,1.0553232286091982,0.9186254731344636,0.8778953973447274,0.8561799561131436,0.6837704178462218,0.057684279367113594,0.8856010200780022,43.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,0.9909070592883802,0.9680846210859839,0.9502788594904608,0.917670646290033,0.8504408532729233,0.060414782213453394,0.9354764078855562,4.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.0464980385215175,0.996066197440373,0.9702134534795999,0.9214897873917778,0.8570008905379063,0.052293597609870075,0.9615577364781348,23.0
ea bias ratio,ea,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,1.2329463591040384,0.992641116488559,0.946029071551806,0.8930865606093074,0.6890577607608502,0.08453017744871577,0.9373258994528467,82.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,Alfalfa,summer,0.9988529402570264,0.9123387619567301,0.8551451523082227,0.8075869391141977,0.6799636791689078,0.09581427136936477,0.8514861765327005,15.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,Cotton,summer,0.8524672891273127,0.6679578104396715,0.4834483317520302,0.4375005211653314,0.39155271057863256,0.2439474140096224,0.5758227771526585,3.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,Wheat,summer,0.9760689532121083,0.9645619826345821,0.953055012057056,0.9415480414795299,0.9300410709020037,0.032546627705131274,0.953055012057056,2.0
ea bias ratio,ea,BWh + BWk: Hot and cold desert,Other,summer,1.1722709345081301,0.939248946500551,0.8614766462895183,0.8130705692132484,0.6601178918669608,0.1112897096882537,0.8702611260822303,22.0
ea bias ratio,ea,Cfa: Humid subtropical,Alfalfa,summer,1.0131531369963727,0.9847117557391243,0.956270374481876,0.9452784168624513,0.9342864592430267,0.04069990593838364,0.9679033235737583,3.0
ea bias ratio,ea,Cfa: Humid subtropical,Corn,summer,1.0637155792608117,1.0012921825810035,0.9783096224555343,0.9205678646597475,0.8744059393163013,0.05364877717620053,0.9611436277156545,29.0
ea bias ratio,ea,Cfa: Humid subtropical,Cotton,summer,1.0585725577991678,1.0109152272861768,0.9902324461837805,0.9612425699910627,0.9433274551738176,0.032948392807078654,0.9906488693042201,14.0
ea bias ratio,ea,Cfa: Humid subtropical,Other,summer,1.1586209743722935,1.0141118987621183,0.9740861099394459,0.9530085173322828,0.8696772613159646,0.051909420414925064,0.9832246241023098,110.0
ea bias ratio,ea,Cfa: Humid subtropical,Wheat,summer,1.1178486319848366,1.0089738362113474,0.9950974335720717,0.9880255534519862,0.9488364203117432,0.03363329611494855,1.0015703287314257,23.0
ea bias ratio,ea,Cfa: Humid subtropical,Soybeans,summer,0.9991822802128789,0.9827917708605018,0.9729370978896581,0.9495992756708707,0.9248605636283398,0.024919823262747397,0.9668175377995462,11.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Alfalfa,summer,1.1730879257167315,0.980450089928353,0.9461106795411478,0.9172411874108368,0.7859890170029066,0.07421317212450453,0.9489566341799451,45.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Corn,summer,0.9668865453045887,0.9639459703323221,0.9607892030369655,0.9330643597979955,0.8564195569948886,0.0533082674588962,0.936221127093352,4.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Cotton,summer,0.7637522842083737,0.7637522842083737,0.7637522842083737,0.7637522842083737,0.7637522842083737,,0.7637522842083737,1.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Wheat,summer,1.0110308807331032,0.991495999550168,0.9719611183672329,0.9464948283439667,0.9210285383207006,0.04513128198423157,0.9680068458070122,3.0
ea bias ratio,ea,Csa + Csb: Hot- and warm-summer Mediterranean,Other,summer,1.151431527090795,0.9850599385426946,0.9473602047132539,0.861809953921897,0.7033199791999587,0.08595017370167496,0.9262083248068971,60.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,Alfalfa,summer,1.0623182259316222,0.9824578854209088,0.9247635098237844,0.8349266944279212,0.7377597514215902,0.0973849366185241,0.9082852939543631,16.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,Corn,summer,1.0977356884106493,0.9320194650785324,0.9041105720337506,0.88766441266964,0.8556056950189702,0.05381760856859969,0.91914023684943,48.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,Other,summer,1.0928945456741417,0.9545139471577169,0.9213545011864315,0.8949248060841959,0.8236814770287875,0.050977052689912296,0.9273899530631206,76.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,Wheat,summer,0.9727994779195327,0.9270931327463754,0.9157310287899745,0.8997398174683616,0.8321647237183452,0.03218082578428825,0.9132175832576372,29.0
ea bias ratio,ea,Dfa + Dfb: Hot- and warm-summer humid continental,Soybeans,summer,0.9719613167560407,0.9333845805025976,0.9180204312332123,0.9044942667604301,0.8499330376431594,0.030814191139028533,0.9176913794233228,21.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Alfalfa,summer,4.390068746,1.4017773025,0.697258192,0.1129350955,-1.072134489,1.085604233935133,0.8678531012988506,87.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Corn,summer,4.051214098,0.780876962,0.554799225,0.0420184375,-0.433036048,0.717222691018267,0.5236405866046511,43.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Cotton,summer,1.658098051,1.4682481825,1.3301212645,0.99489852125,0.213761177,0.634992046558079,1.13302543925,4.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Wheat,summer,1.548827002,0.45614568850000003,0.0809983745,-0.31887211075,-0.775420249,0.608983282856695,0.16151848250000003,24.0
tmin bias (°C),tmin,BSh + BSk: Hot and cold semi-arid (steppe),Other,summer,3.013392834,1.4250091125000002,0.573060262,-0.08229264,-2.08971365,1.0193807256194911,0.7028035840609757,82.0
